,backyard_informal_grid
5681,0.0
5682,0.0
5683,0.0
5684,0.0
5685,0.0
5686,0.0
5687,0.0
5688,0.0
5689,0.0
5690,0.0
5691,0.0
5692,0.0
5693,0.0
5694,0.0
5695,0.0
5696,0.0
5697,0.0
5698,0.0
5699,0.0
5700,0.0
5701,0.0
5702,0.0
5703,0.0002275987084115261
5704,0.002262524905333121
5705,0.004676275193635594
5706,0.003819977952381819
5707,0.0006319873246837197
5708,0.006634001184238032
5709,0.0100699654948854
5710,0.0100699654948854
5711,0.0100699654948854
5712,0.0100699654948854
5713,0.0100699654948854
5714,0.009965454249084257
5715,0.003243154317343377
5716,0.001874196290285481
5717,0.001874196290285481
5718,0.001874196290285481
5719,0.001874196290285481
5720,0.001874196290285481
5721,0.001874196290285481
5722,0.001874196290285481
5723,0.001874196290285481
5724,0.00185028252994933
5725,0.000946739108318176
5726,2.768476463766043e-05
5727,0.0
5728,0.0
5729,0.0
5730,0.0
5731,0.0
5732,0.0
5733,0.0
5734,0.0
5735,0.0
5736,0.0
5737,0.0
5738,0.0
5739,0.0
5740,0.0
5741,0.0
5742,0.0
5743,0.0
5744,0.0
5745,0.0
5746,0.0
5747,0.0
5748,0.0
5749,0.0
5750,0.0
5751,0.0
5752,0.0
5753,0.0
5754,0.0
5755,0.0
5756,0.0
5757,0.0
5758,0.0
5759,0.0
5760,0.0
5761,0.0
5762,0.0
5763,0.0
5764,0.0
5765,0.0
5766,0.0
5767,0.0
5768,0.0
5769,0.0
5770,0.0
5771,0.0
5772,0.0
5773,0.0
5774,0.0
5775,0.0
5776,0.0
5777,0.0
5778,0.0
5779,0.0
5780,0.0
5781,0.0
5782,0.0
5783,0.0
5784,0.0
5785,0.0
5786,0.0
5787,0.0
5788,0.0
5789,0.0
5790,0.0
5791,0.0
5792,0.0
5793,0.0
5794,0.0
5795,0.0
5796,0.0
5797,0.0
5798,0.0
5799,0.0
5800,0.0
5801,0.0
5802,0.0
5803,0.0
5804,0.0
5805,0.0
5806,0.0
5807,0.0
5808,0.0
5809,0.0
5810,0.0
5811,0.0
5812,0.0
5813,0.0
5814,0.0
5815,0.0
5816,0.0
5817,0.0
5818,0.0
5819,0.0
5820,0.0
5821,0.0
5822,0.0
5823,0.0
5824,0.0
5825,0.0
5826,0.0
5827,0.0
5828,0.0
5829,0.0
5830,0.0
5831,0.0
5832,0.0
5833,0.0
5834,0.0
5835,0.0
5836,0.0
5837,0.001109234884692249
5838,0.00610823370444003
5839,0.009680756180741722
5840,0.0100699654948854
5841,0.0100699654948854
5842,0.0100699654948854
5843,0.009799549408712268
5844,0.009809571191436255
5845,0.0100699654948854
5846,0.0100699654948854
5847,0.0100699654948854
5848,0.0100699654948854
5849,0.0100699654948854
5850,0.006836213423589282
5851,0.001874196290285481
5852,0.001874196290285481
5853,0.001874196290285481
5854,0.001874196290285481
5855,0.001874196290285481
5856,0.001874196290285481
5857,0.001874196290285481
5858,0.001874196290285481
5859,0.001874196290285481
5860,0.001874196290285481
5861,0.001874196290285481
5862,0.001398258463476176
5863,0.0008335012464968334
5864,0.001180050857225006
5865,0.0002277096801613495
5866,0.0
5867,0.0
5868,0.0
5869,0.0
5870,0.0
5871,0.0
5872,0.0
5873,0.0
5874,0.0
5875,0.0
5876,0.0
5877,0.0
5878,0.0
5879,0.0
5880,0.0
5881,0.0
5882,0.0
5883,0.0
5884,0.0
5885,0.0
5886,0.0
5887,0.0
5888,0.0
5889,3.396568089067874e-07
5890,0.0
5891,0.0
5892,0.0
5893,0.0
5894,0.0
5895,0.0
5896,0.0
5897,0.0
5898,0.0
5899,0.0
5900,0.0
5901,0.0
5902,0.0
5903,0.0
5904,0.0
5905,0.0
5906,0.0
5907,0.0
5908,0.0
5909,0.0
5910,0.0
5911,0.0
5912,0.0
5913,0.0
5914,0.0
5915,0.0
5916,0.0
5917,0.0
5918,0.0
5919,0.0
5920,0.0
5921,0.0
5922,0.0
5923,0.0
5924,0.0
5925,0.0
5926,0.0
5927,0.0
5928,0.0
5929,0.0
5930,0.0
5931,0.0
5932,0.0
5933,0.0
5934,0.0
5935,0.0
5936,0.0
5937,0.0
5938,0.0
5939,0.0
5940,0.0
5941,0.0
5942,0.0
5943,0.0
5944,0.0
5945,0.0
5946,0.0
5947,0.0
5948,0.0
5949,0.0
5950,0.0
5951,0.0
5952,0.0
5953,0.0
5954,0.0
5955,0.0
5956,0.0
5957,0.0
5958,0.0
5959,0.0
5960,0.0
5961,0.0
5962,0.0
5963,0.0
5964,0.0
5965,0.0
5966,0.0
5967,0.0
5968,0.0
5969,0.0
5970,0.0
5971,0.002298793362722691
5972,0.00596253980829763
5973,0.00979802142839995
5974,0.0100699654948854
5975,0.0100699654948854
5976,0.0100699654948854
5977,0.0100699654948854
5978,0.0100699654948854
5979,0.0100699654948854
5980,0.0100699654948854
5981,0.0100699654948854
5982,0.0100699654948854
5983,0.0100699654948854
5984,0.0100699654948854
5985,0.009683345103789232
5986,0.002663192532602414
5987,0.001874196290285481
5988,0.001874196290285481
5989,0.001874196290285481
5990,0.001874196290285481
5991,0.001874196290285481
5992,0.001874196290285481
5993,0.001874196290285481
5994,0.001874196290285481
5995,0.001874196290285481
5996,0.001874196290285481
5997,0.001874196290285481
5998,0.001874196290285481
5999,0.001874196290285481
6000,0.001874196290285481
6001,0.001515281010564733
6002,7.37574710277104e-05
6003,0.0
6004,0.0
6005,0.0
6006,0.0
6007,0.0
6008,0.0
6009,0.0
6010,0.0
6011,0.0
6012,0.0
6013,0.0
6014,0.0
6015,0.0
6016,0.0
6017,0.0
6018,0.0
6019,0.0
6020,0.0
6021,0.0
6022,0.0
6023,0.0
6024,0.001185990361140208
6025,0.01259436513939933
6026,0.01270936688905077
6027,0.01093227263244714
6028,0.008902022596671817
6029,0.00662719955946729
6030,0.004352376523427004
6031,0.001873729712131263
6032,0.0
6033,0.0
6034,0.0
6035,0.0
6036,0.0
6037,0.0
6038,0.0
6039,0.0
6040,0.0
6041,0.0
6042,0.0
6043,0.0
6044,0.0
6045,0.0
6046,0.0
6047,0.0
6048,0.0
6049,0.0
6050,0.0
6051,0.0
6052,0.0
6053,0.0
6054,0.0
6055,0.0
6056,0.0
6057,0.0
6058,0.0
6059,0.0
6060,0.0
6061,0.0
6062,0.0
6063,0.0
6064,0.0
6065,0.0
6066,0.0
6067,0.0
6068,0.0
6069,0.0
6070,0.0
6071,0.0
6072,0.0
6073,0.0
6074,0.0
6075,0.0
6076,0.0
6077,0.0
6078,0.0
6079,0.0
6080,0.0
6081,0.0
6082,0.0
6083,0.0
6084,0.0
6085,0.0
6086,0.0
6087,0.0
6088,0.0
6089,0.0
6090,0.0
6091,0.0
6092,0.0
6093,0.0
6094,0.0
6095,0.0
6096,0.0
6097,0.0
6098,0.0
6099,0.0
6100,0.0
6101,0.0
6102,0.0
6103,0.0
6104,0.0
6105,0.008973106128123179
6106,0.0100699654948854
6107,0.0100699654948854
6108,0.0100699654948854
6109,0.0100699654948854
6110,0.0100699654948854
6111,0.0100699654948854
6112,0.0100699654948854
6113,0.0100699654948854
6114,0.0100699654948854
6115,0.0100699654948854
6116,0.0100699654948854
6117,0.0100699654948854
6118,0.0100699654948854
6119,0.009843805984612078
6120,0.007350396766338597
6121,0.003633774176739813
6122,0.001874196290285481
6123,0.001874196290285481
6124,0.001874196290285481
6125,0.001874196290285481
6126,0.001874196290285481
6127,0.001874196290285481
6128,0.001874196290285481
6129,0.001874196290285481
6130,0.001874196290285481
6131,0.001874196290285481
6132,0.001874196290285481
6133,0.001874196290285481
6134,0.001874196290285481
6135,0.001874196290285481
6136,0.001226651831875809
6137,4.352988257413536e-06
6138,0.0
6139,0.0
6140,0.0
6141,0.0
6142,0.0
6143,0.0
6144,0.0
6145,0.0
6146,0.0
6147,0.0
6148,0.0
6149,0.0
6150,0.0
6151,0.0
6152,0.0
6153,0.0
6154,0.0
6155,0.0
6156,0.0
6157,0.0
6158,0.00916245613855095
6159,0.01455301065464667
6160,0.01455301065464667
6161,0.01455301065464667
6162,0.01455301065464667
6163,0.01455301065464667
6164,0.01455301065464667
6165,0.008546741175834028
6166,0.0
6167,0.0
6168,0.0
6169,0.0
6170,0.0
6171,0.0
6172,0.0
6173,0.0
6174,0.0
6175,0.0
6176,0.0
6177,0.0
6178,0.0
6179,0.0
6180,0.0
6181,0.0
6182,0.0
6183,0.0
6184,0.0
6185,0.0
6186,0.0
6187,0.0
6188,0.0
6189,0.0
6190,0.0
6191,0.0
6192,0.0
6193,0.0
6194,0.0
6195,0.0
6196,0.0
6197,0.0
6198,0.0
6199,0.0
6200,0.0
6201,0.0
6202,0.0
6203,0.0
6204,0.0
6205,0.0
6206,0.0
6207,0.0
6208,0.0
6209,0.0
6210,0.0
6211,0.0
6212,0.0
6213,0.0
6214,0.0
6215,0.0
6216,0.0
6217,0.0
6218,0.0
6219,0.0
6220,0.0
6221,0.0
6222,0.0
6223,0.0
6224,0.0
6225,0.0
6226,0.0
6227,0.0
6228,0.0
6229,0.0
6230,0.0
6231,0.0
6232,0.0
6233,0.0
6234,0.0
6235,0.0
6236,0.0
6237,0.0
6238,2.755749324365943e-05
6239,0.008314786306888746
6240,0.0100699654948854
6241,0.0100699654948854
6242,0.0100699654948854
6243,0.0100699654948854
6244,0.0100699654948854
6245,0.0100699654948854
6246,0.0100699654948854
6247,0.0100699654948854
6248,0.0100699654948854
6249,0.0100699654948854
6250,0.0100699654948854
6251,0.0100699654948854
6252,0.0100699654948854
6253,0.0100699654948854
6254,0.0100699654948854
6255,0.008876059614668436
6256,0.00198425706556544
6257,0.001874196290285481
6258,0.001874196290285481
6259,0.001874196290285481
6260,0.001874196290285481
6261,0.001874196290285481
6262,0.001874196290285481
6263,0.001874196290285481
6264,0.001874196290285481
6265,0.001874196290285481
6266,0.001874196290285481
6267,0.001874196290285481
6268,0.001874196290285481
6269,0.001874196290285481
6270,0.001874196290285481
6271,0.001303320006089592
6272,0.0002676837642899642
6273,0.0
6274,0.0
6275,0.0
6276,0.0
6277,0.0
6278,0.0
6279,0.0
6280,0.0
6281,0.0
6282,0.0
6283,0.0
6284,0.0
6285,0.0
6286,0.0
6287,0.0
6288,0.0006138252769861125
6289,0.006975557263240842
6290,0.006785563872970823
6291,0.007499370382800377
6292,0.01450629533909394
6293,0.01455301065464667
6294,0.01455301065464667
6295,0.01455301065464667
6296,0.01455301065464667
6297,0.01455301065464667
6298,0.01427954023476289
6299,0.001835217439121282
6300,0.0
6301,0.0
6302,0.0
6303,0.0
6304,0.0
6305,0.0
6306,0.0
6307,0.0
6308,0.0
6309,0.0
6310,0.0
6311,0.0
6312,0.0
6313,0.0
6314,0.0
6315,0.0
6316,0.0
6317,0.0
6318,0.0
6319,0.0
6320,0.0
6321,0.0
6322,0.0
6323,0.0
6324,0.0
6325,0.0
6326,0.0
6327,0.0
6328,0.0
6329,0.0
6330,0.0
6331,0.0
6332,0.0
6333,0.0
6334,0.0
6335,0.0
6336,0.0
6337,0.0
6338,0.0
6339,0.0
6340,0.0
6341,0.0
6342,0.0
6343,0.0
6344,0.0
6345,0.0
6346,0.0
6347,0.0
6348,0.0
6349,0.0
6350,0.0
6351,0.0
6352,0.0
6353,0.0
6354,0.0
6355,0.0
6356,0.0
6357,0.0
6358,0.0
6359,0.0
6360,0.0
6361,0.0
6362,0.0
6363,0.0
6364,0.0
6365,0.0
6366,0.0
6367,0.0
6368,0.0
6369,0.0
6370,0.0
6371,0.0
6372,0.005122883605143115
6373,0.0100699654948854
6374,0.0100699654948854
6375,0.0100699654948854
6376,0.0100699654948854
6377,0.0100699654948854
6378,0.0100699654948854
6379,0.0100699654948854
6380,0.0100699654948854
6381,0.0100699654948854
6382,0.0100699654948854
6383,0.0100699654948854
6384,0.0100699654948854
6385,0.0100699654948854
6386,0.0100699654948854
6387,0.0100699654948854
6388,0.0100699654948854
6389,0.0100699654948854
6390,0.004848262189797943
6391,0.001874196290285481
6392,0.001874196290285481
6393,0.001874196290285481
6394,0.001874196290285481
6395,0.001874196290285481
6396,0.001874196290285481
6397,0.001874196290285481
6398,0.001874196290285481
6399,0.001874196290285481
6400,0.001874196290285481
6401,0.001874196290285481
6402,0.001874196290285481
6403,0.001874196290285481
6404,0.001874196290285481
6405,0.001874196290285481
6406,0.001616826833771263
6407,0.0001658085690027335
6408,0.0
6409,0.0
6410,0.0
6411,0.0
6412,0.0
6413,0.0
6414,0.0
6415,0.0
6416,0.0
6417,0.0
6418,0.0
6419,0.0
6420,0.0
6421,0.0
6422,0.003094009415354451
6423,0.01455301065464667
6424,0.01455301065464667
6425,0.01455301065464667
6426,0.01455301065464667
6427,0.01455301065464667
6428,0.01455301065464667
6429,0.01455301065464667
6430,0.01455301065464667
6431,0.01455301065464667
6432,0.009063648915122749
6433,0.0
6434,0.0
6435,0.0
6436,0.0
6437,0.0
6438,0.0
6439,0.0
6440,0.0
6441,0.0
6442,0.0
6443,0.0
6444,0.0
6445,0.0
6446,0.0
6447,0.0
6448,0.0
6449,0.0
6450,0.0
6451,0.0
6452,0.0
6453,0.0
6454,0.0
6455,0.0
6456,0.0
6457,0.0
6458,0.0
6459,0.0
6460,0.0
6461,0.0
6462,0.0
6463,0.0
6464,0.0
6465,0.0
6466,0.0
6467,0.0
6468,0.0
6469,0.0
6470,0.0
6471,0.0
6472,0.0
6473,0.0
6474,0.0
6475,0.0
6476,0.0
6477,0.0
6478,0.0
6479,0.0
6480,0.0
6481,0.0
6482,0.0
6483,0.0
6484,0.0
6485,0.0
6486,0.0
6487,0.0
6488,0.0
6489,0.0
6490,0.0
6491,0.0
6492,0.0
6493,0.0
6494,0.0
6495,0.0
6496,0.0
6497,0.0
6498,0.0
6499,0.0
6500,0.0
6501,0.0
6502,0.0
6503,0.0
6504,0.0
6505,0.0
6506,0.00761347700541538
6507,0.01394140537690415
6508,0.0100699654948854
6509,0.0100699654948854
6510,0.0100699654948854
6511,0.0100699654948854
6512,0.0100699654948854
6513,0.0100699654948854
6514,0.0100699654948854
6515,0.0100699654948854
6516,0.0100699654948854
6517,0.0100699654948854
6518,0.0100699654948854
6519,0.0100699654948854
6520,0.0100699654948854
6521,0.0100699654948854
6522,0.0100699654948854
6523,0.01006572200771301
6524,0.004725149040059214
6525,0.001874196290285481
6526,0.001874196290285481
6527,0.001874196290285481
6528,0.001874196290285481
6529,0.001874196290285481
6530,0.001874196290285481
6531,0.001874196290285481
6532,0.001874196290285481
6533,0.001874196290285481
6534,0.001874196290285481
6535,0.001874196290285481
6536,0.001874196290285481
6537,0.001874196290285481
6538,0.001874196290285481
6539,0.001874196290285481
6540,0.001874196290285481
6541,0.001492888072805762
6542,8.821513271815508e-05
6543,0.0
6544,0.0
6545,0.0
6546,0.0
6547,0.0
6548,0.0
6549,0.0
6550,0.0
6551,0.0
6552,0.0
6553,0.0
6554,0.0
6555,0.0
6556,0.005558603467004992
6557,0.01455301065464667
6558,0.01455301065464667
6559,0.01455301065464667
6560,0.01455301065464667
6561,0.01455301065464667
6562,0.01455301065464667
6563,0.01455301065464667
6564,0.01455301065464667
6565,0.01419275858316533
6566,0.001953679234581837
6567,0.0
6568,0.0
6569,0.0
6570,0.0
6571,0.0
6572,0.0
6573,0.0
6574,0.0
6575,0.0
6576,0.0
6577,0.0
6578,0.0
6579,0.0
6580,0.0
6581,0.0
6582,0.0
6583,0.0
6584,0.0
6585,0.0
6586,0.0
6587,0.0
6588,0.0
6589,0.0
6590,0.0
6591,0.0
6592,0.0
6593,0.0
6594,0.0
6595,0.0
6596,0.0
6597,0.0
6598,0.0
6599,0.0
6600,0.0
6601,0.0
6602,0.0
6603,0.0
6604,0.0
6605,0.0
6606,0.0
6607,0.0
6608,0.0
6609,0.0
6610,0.0
6611,0.0
6612,0.0
6613,0.0
6614,0.0
6615,0.0
6616,0.0
6617,0.0
6618,0.0
6619,0.0
6620,0.0
6621,0.0
6622,0.0
6623,0.0
6624,0.0
6625,0.0
6626,0.0
6627,0.0
6628,0.0
6629,0.0
6630,0.0
6631,0.0
6632,0.0
6633,0.0
6634,0.0
6635,0.0
6636,1.021637862327048e-05
6637,0.0121237674118015
6638,0.0371623632450542
6639,0.049966602308684
6640,0.01873085444019096
6641,0.0100699654948854
6642,0.0100699654948854
6643,0.0100699654948854
6644,0.0100699654948854
6645,0.0100699654948854
6646,0.0100699654948854
6647,0.0100699654948854
6648,0.0100699654948854
6649,0.0100699654948854
6650,0.0100699654948854
6651,0.0100699654948854
6652,0.0100699654948854
6653,0.0100699654948854
6654,0.05564799274804665
6655,0.006711841876807719
6656,0.001874196290285481
6657,0.001874196290285481
6658,0.001874196290285481
6659,0.001874196290285481
6660,0.001874196290285481
6661,0.001874196290285481
6662,0.001874196290285481
6663,0.001874196290285481
6664,0.001874196290285481
6665,0.001874196290285481
6666,0.001874196290285481
6667,0.001874196290285481
6668,0.001874196290285481
6669,0.001874196290285481
6670,0.001874196290285481
6671,0.001874196290285481
6672,0.001874196290285481
6673,0.001874196290285481
6674,0.001344667553062513
6675,3.490345542873202e-05
6676,0.0
6677,0.0
6678,0.0
6679,0.0
6680,0.0
6681,0.0
6682,0.0
6683,0.0
6684,0.0
6685,0.0
6686,0.0
6687,0.0
6688,0.008023197519819775
6689,0.01455301065464667
6690,0.01455301065464667
6691,0.01455301065464667
6692,0.01455301065464667
6693,0.01455301065464667
6694,0.01455301065464667
6695,0.01455301065464667
6696,0.01455301065464667
6697,0.008160298062719933
6698,0.0
6699,0.0
6700,0.0
6701,0.0
6702,0.0
6703,0.0
6704,0.0
6705,0.0
6706,0.0
6707,0.0
6708,0.0
6709,0.0
6710,0.0
6711,0.0
6712,0.0
6713,0.0
6714,0.0
6715,0.0
6716,0.0
6717,0.0
6718,0.0
6719,0.0
6720,0.0
6721,0.0
6722,0.0
6723,0.0
6724,0.0
6725,0.0
6726,0.0
6727,0.0
6728,0.0
6729,0.0
6730,0.0
6731,0.0
6732,0.0
6733,0.0
6734,0.0
6735,0.0
6736,0.0
6737,0.0
6738,0.0
6739,0.0
6740,0.0
6741,0.0
6742,0.0
6743,0.0
6744,0.0
6745,0.0
6746,0.0
6747,0.0
6748,0.0
6749,0.0
6750,0.0
6751,0.0
6752,0.0
6753,0.0
6754,0.0
6755,0.0
6756,0.0
6757,0.0
6758,0.0
6759,0.0
6760,0.0
6761,0.0
6762,0.0
6763,0.0
6764,0.0
6765,0.0
6766,0.0
6767,0.0868995525777113
6768,0.05410657667787433
6769,0.0499670744895432
6770,0.0499670744895432
6771,0.0499670744895432
6772,0.04090461022155442
6773,0.01018585761915038
6774,0.0100699654948854
6775,0.0100699654948854
6776,0.0100699654948854
6777,0.0100699654948854
6778,0.0100699654948854
6779,0.0100699654948854
6780,0.0100699654948854
6781,0.0100699654948854
6782,0.0100699654948854
6783,0.0100699654948854
6784,0.0100699654948854
6785,0.0100699654948854
6786,1.102071937716129
6787,4.552233746904582
6788,0.001874196290435416
6789,0.001874196290285481
6790,0.001874196290285481
6791,0.001874196290285481
6792,0.001874196290285481
6793,0.001874196290285481
6794,0.001874196290285481
6795,0.001874196290285481
6796,0.001874196290285481
6797,0.001874196290285481
6798,0.001874196290285481
6799,0.001874196290285481
6800,0.001874196290285481
6801,0.001874196290285481
6802,0.001874196290285481
6803,0.001874196290285481
6804,0.001874196290285481
6805,0.001874196290285481
6806,0.001874196290285481
6807,0.0007001545693685809
6808,0.0
6809,0.0
6810,0.0
6811,0.0
6812,0.0
6813,0.0
6814,0.0
6815,0.0
6816,0.0
6817,0.0
6818,0.0
6819,0.01023529995095647
6820,0.01360704366812945
6821,0.01455301065464667
6822,0.01455301065464667
6823,0.01455301065464667
6824,0.01455301065464667
6825,0.01455301065464667
6826,0.01455301065464667
6827,0.01455301065464667
6828,0.01363910410195294
6829,0.001086706332184846
6830,0.0
6831,0.0
6832,0.0
6833,0.0
6834,0.0
6835,0.0
6836,0.0
6837,0.0
6838,0.0
6839,0.0
6840,0.0
6841,0.0
6842,0.0
6843,0.0
6844,0.0
6845,0.0
6846,0.0
6847,0.0
6848,0.0
6849,0.0
6850,0.0
6851,0.0
6852,0.0
6853,0.0
6854,0.0
6855,0.0
6856,0.0
6857,0.0
6858,0.0
6859,0.0
6860,0.0
6861,0.0
6862,0.0
6863,0.0
6864,0.0
6865,0.0
6866,0.0
6867,0.0
6868,0.0
6869,0.0
6870,0.0
6871,0.0
6872,0.0
6873,0.0
6874,0.0
6875,0.0
6876,0.0
6877,0.0
6878,0.0
6879,0.0
6880,0.0
6881,0.0
6882,0.0
6883,0.0
6884,0.0
6885,0.0
6886,0.0
6887,0.0
6888,0.0
6889,0.0
6890,0.0
6891,0.0
6892,0.0
6893,0.0
6894,0.0
6895,0.0
6896,0.0
6897,0.0
6898,0.09164929463500193
6899,0.3652649455630108
6900,0.1714580548167682
6901,0.0499670744895432
6902,0.0499670744895432
6903,0.0499670744895432
6904,0.0499670744895432
6905,0.02357940997966362
6906,0.0100699654948854
6907,0.0100699654948854
6908,0.0100699654948854
6909,0.0100699654948854
6910,0.0100699654948854
6911,0.0100699654948854
6912,0.0100699654948854
6913,0.0100699654948854
6914,0.0100699654948854
6915,0.0100699654948854
6916,0.0100699654948854
6917,0.00966937367767692
6918,0.2543149820035507
6919,0.001874196290135545
6920,0.0615014372687629
6921,0.001874196290285481
6922,0.001874196290285481
6923,0.001874196290285481
6924,0.001874196290285481
6925,0.001874196290285481
6926,0.001874196290285481
6927,0.001874196290285481
6928,0.001874196290285481
6929,0.001874196290285481
6930,0.001874196290285481
6931,0.001874196290285481
6932,0.001874196290285481
6933,0.001874196290285481
6934,0.001874196290285481
6935,0.001874196290285481
6936,0.001874196290285481
6937,0.001874196290285481
6938,0.001874196290285481
6939,0.001011763381524345
6940,0.0
6941,0.0
6942,0.0
6943,0.0
6944,0.0
6945,0.0
6946,0.0
6947,0.0
6948,0.0
6949,0.0
6950,2.362608044375309e-06
6951,0.01357293183028166
6952,0.01455301065464667
6953,0.01455301065464667
6954,0.01455301065464667
6955,0.01455301065464667
6956,0.01455301065464667
6957,0.01455301065464667
6958,0.01455301065464667
6959,0.01455301065464667
6960,0.006738312156730182
6961,0.0
6962,0.0
6963,0.0
6964,0.0
6965,0.0
6966,0.0
6967,0.0
6968,0.0
6969,0.0
6970,0.0
6971,0.0
6972,0.0
6973,0.0
6974,0.0
6975,0.0
6976,0.0
6977,0.0
6978,0.0
6979,0.0
6980,0.0
6981,0.0
6982,0.0
6983,0.0
6984,0.0
6985,0.0
6986,0.0
6987,0.0
6988,0.0
6989,0.0
6990,0.0
6991,0.0
6992,0.0
6993,0.0
6994,0.0
6995,0.0
6996,0.0
6997,0.0
6998,0.0
6999,0.0
7000,0.0
7001,0.0
7002,0.0
7003,0.0
7004,0.0
7005,0.0
7006,0.0
7007,0.0
7008,0.0
7009,0.0
7010,0.0
7011,0.0
7012,0.0
7013,0.0
7014,0.0
7015,0.0
7016,0.0
7017,0.0
7018,0.0
7019,0.0
7020,0.0
7021,0.0
7022,0.0
7023,0.0
7024,0.0
7025,0.0
7026,0.0
7027,0.0
7028,0.0
7029,0.1054220267224844
7030,0.3678223154448288
7031,0.3843540425188429
7032,0.2941089032450259
7033,0.0499670744895432
7034,0.0499670744895432
7035,0.0499670744895432
7036,0.0499670744895432
7037,0.04485006775760073
7038,0.01125532433177157
7039,0.0100699654948854
7040,0.0100699654948854
7041,0.0100699654948854
7042,0.0100699654948854
7043,0.009168564047162481
7044,0.007890795748556625
7045,0.009965130843872037
7046,0.0100699654948854
7047,0.0100699654948854
7048,0.01006931578371025
7049,0.004824943822489571
7050,0.001874196290285481
7051,0.001874196290285481
7052,0.001874196290285481
7053,0.001874196290285481
7054,0.001874196290285481
7055,0.001874196290285481
7056,0.001874196290285481
7057,0.001874196290285481
7058,0.001874196290285481
7059,0.001874196290285481
7060,0.001874196290285481
7061,0.001874196290285481
7062,0.001874196290285481
7063,0.001874196290285481
7064,0.001874196290285481
7065,0.001874196290285481
7066,0.001874196290285481
7067,0.001874196290285481
7068,0.001874196290285481
7069,0.001874196290285481
7070,0.001874196290285481
7071,0.001303904082120854
7072,0.0
7073,0.0
7074,0.0
7075,0.0004891713001871949
7076,2.813768647414378e-05
7077,0.0
7078,0.0
7079,0.0
7080,0.0
7081,0.0
7082,0.002126770575491738
7083,0.01455301065464667
7084,0.01455301065464667
7085,0.01455301065464667
7086,0.01455301065464667
7087,0.01455301065464667
7088,0.01455301065464667
7089,0.01455301065464667
7090,0.01454204537442389
7091,0.008140161847739675
7092,0.0002117381448027627
7093,0.0
7094,0.0
7095,0.0
7096,0.0
7097,0.0
7098,0.0
7099,0.0
7100,0.0
7101,0.0
7102,0.0
7103,0.0
7104,0.0
7105,0.0
7106,0.0
7107,0.0
7108,0.0
7109,0.0
7110,0.0
7111,0.0
7112,0.0
7113,0.0
7114,0.0
7115,0.0
7116,0.0
7117,0.0
7118,0.0
7119,0.0
7120,0.0
7121,0.0
7122,0.0
7123,0.0
7124,0.0
7125,0.0
7126,0.0
7127,0.0
7128,0.0
7129,0.0
7130,0.0
7131,0.0
7132,0.0
7133,0.0
7134,0.0
7135,0.0
7136,0.0
7137,0.0
7138,0.0
7139,0.0
7140,0.0
7141,0.0
7142,0.0
7143,0.0
7144,0.0
7145,0.0
7146,0.0
7147,0.0
7148,0.0
7149,0.0
7150,0.0
7151,0.0
7152,0.0
7153,0.0
7154,0.0
7155,0.0
7156,0.0
7157,0.0
7158,0.1252916280808922
7159,0.3744939950264841
7160,0.3843540425188429
7161,0.3843540425188429
7162,0.3278680267673303
7163,0.0499670744895432
7164,0.0499670744895432
7165,0.0499670744895432
7166,0.0499670744895432
7167,0.0499670744895432
7168,0.03675855824069024
7169,0.01172995456050114
7170,0.0100699654948854
7171,0.0100699654948854
7172,0.0100699654948854
7173,0.008908149102834058
7174,0.001874196290285481
7175,0.002620223567758597
7176,0.005335751290744183
7177,0.0081561136677161
7178,0.006897154642293588
7179,0.001874196290285481
7180,0.001874196290285481
7181,0.001874196290285481
7182,0.001874196290285481
7183,0.001874196290285481
7184,0.001874196290285481
7185,0.001874196290285481
7186,0.001874196290285481
7187,0.001874196290285481
7188,0.001874196290285481
7189,0.001874196290285481
7190,0.001874196290285481
7191,0.001874196290285481
7192,0.001874196290285481
7193,0.001874196290285481
7194,0.001874196290285481
7195,0.001874196290285481
7196,0.001874196290285481
7197,0.001874196290285481
7198,0.001874196290285481
7199,0.001874196290285481
7200,0.001874196290285481
7201,0.001643471436792885
7202,0.0005129232064310739
7203,0.0005075516097774769
7204,0.0007820414307080013
7205,0.001866540933874289
7206,0.001517728665939135
7207,0.0003946967151536952
7208,0.0
7209,0.0
7210,0.0
7211,0.003813385605105758
7212,0.01360445404138031
7213,0.01455301065464667
7214,0.01455301065464667
7215,0.01455301065464667
7216,0.01455301065464667
7217,0.01455301065464667
7218,0.01455301065464667
7219,0.01455301065464667
7220,0.01032597184350778
7221,0.0
7222,0.0
7223,0.0
7224,0.0
7225,0.0
7226,0.0
7227,0.0
7228,0.0
7229,0.0
7230,0.0
7231,0.0
7232,0.0
7233,0.0
7234,0.0
7235,0.0
7236,0.0
7237,0.0
7238,0.0
7239,0.0
7240,0.0
7241,0.0
7242,0.0
7243,0.0
7244,0.0
7245,0.0
7246,0.0
7247,0.0
7248,0.0
7249,0.0
7250,0.0
7251,0.0
7252,0.0
7253,0.0
7254,0.0
7255,0.0
7256,0.0
7257,0.0
7258,0.0
7259,0.0
7260,0.0
7261,0.0
7262,0.0
7263,0.0
7264,0.0
7265,0.0
7266,0.0
7267,0.0
7268,0.0
7269,0.0
7270,0.0
7271,0.0
7272,0.0
7273,0.0
7274,0.0
7275,0.0
7276,0.0
7277,0.0
7278,0.0
7279,0.0
7280,0.0
7281,0.0
7282,0.0
